KeyId,MyPN,Name,Description,Symbol,Value,Value2,Type,Forward_Voltage,Reverse_Voltage,Breakdown_Voltage,Forward_Current,Reverse_Current,Power_Dissipation,Capacitance,Standoff_Voltage,Clamping_Voltage,Tolerance,Reverse_Recovery_Time,Package,Footprint,Footprint_Filter,Dimensions,Height,Termination,Anode_Marking,Cathode_Marking,Min_Temp,Max_Temp,Operating_Temp,Mount,Reflow_Profile,MSL_Rating,Datasheet,RoHS_Compliant,REACH_Compliant,Halogen_Free,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-DIO-00905,SMCJ8.0CA_D_TVS_8V_1500W_SMC,TVS Bi-directional Diode 8V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ8.0CA,,TVS,,,,,,1500W,,8.0V,13.6V @ 115A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00906,SMCJ8.5CA_D_TVS_8.5V_1500W_SMC,TVS Bi-directional Diode 8.5V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ8.5CA,,TVS,,,,,,1500W,,8.5V,14.4V @ 109A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00907,SMCJ9.0CA_D_TVS_9V_1500W_SMC,TVS Bi-directional Diode 9V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ9.0CA,,TVS,,,,,,1500W,,9.0V,15.4V @ 102A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00908,SMCJ10CA_D_TVS_10V_1500W_SMC,TVS Bi-directional Diode 10V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ10CA,,TVS,,,,,,1500W,,10.0V,17.0V @ 92A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00909,SMCJ11CA_D_TVS_11V_1500W_SMC,TVS Bi-directional Diode 11V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ11CA,,TVS,,,,,,1500W,,11.0V,18.2V @ 86A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00910,SMCJ12CA_D_TVS_12V_1500W_SMC,TVS Bi-directional Diode 12V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ12CA,,TVS,,,,,,1500W,,12.0V,19.9V @ 79A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00911,SMCJ13CA_D_TVS_13V_1500W_SMC,TVS Bi-directional Diode 13V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ13CA,,TVS,,,,,,1500W,,13.0V,21.5V @ 73A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00912,SMCJ14CA_D_TVS_14V_1500W_SMC,TVS Bi-directional Diode 14V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ14CA,,TVS,,,,,,1500W,,14.0V,23.2V @ 67A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00913,SMCJ15CA_D_TVS_15V_1500W_SMC,TVS Bi-directional Diode 15V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ15CA,,TVS,,,,,,1500W,,15.0V,24.4V @ 64A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00914,SMCJ16CA_D_TVS_16V_1500W_SMC,TVS Bi-directional Diode 16V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ16CA,,TVS,,,,,,1500W,,16.0V,26.0V @ 60A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00915,SMCJ17CA_D_TVS_17V_1500W_SMC,TVS Bi-directional Diode 17V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ17CA,,TVS,,,,,,1500W,,17.0V,27.6V @ 57A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00916,SMCJ18CA_D_TVS_18V_1500W_SMC,TVS Bi-directional Diode 18V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ18CA,,TVS,,,,,,1500W,,18.0V,29.2V @ 53A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00917,SMCJ20CA_D_TVS_20V_1500W_SMC,TVS Bi-directional Diode 20V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ20CA,,TVS,,,,,,1500W,,20.0V,32.4V @ 48A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00918,SMCJ22CA_D_TVS_22V_1500W_SMC,TVS Bi-directional Diode 22V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ22CA,,TVS,,,,,,1500W,,22.0V,35.5V @ 44A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00919,SMCJ24CA_D_TVS_24V_1500W_SMC,TVS Bi-directional Diode 24V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ24CA,,TVS,,,,,,1500W,,24.0V,38.9V @ 40A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00920,SMCJ26CA_D_TVS_26V_1500W_SMC,TVS Bi-directional Diode 26V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ26CA,,TVS,,,,,,1500W,,26.0V,42.1V @ 37A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00921,SMCJ28CA_D_TVS_28V_1500W_SMC,TVS Bi-directional Diode 28V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ28CA,,TVS,,,,,,1500W,,28.0V,45.4V @ 34A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00922,SMCJ30CA_D_TVS_30V_1500W_SMC,TVS Bi-directional Diode 30V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ30CA,,TVS,,,,,,1500W,,30.0V,48.4V @ 32A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00923,SMCJ33CA_D_TVS_33V_1500W_SMC,TVS Bi-directional Diode 33V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ33CA,,TVS,,,,,,1500W,,33.0V,53.3V @ 29A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00924,SMCJ36CA_D_TVS_36V_1500W_SMC,TVS Bi-directional Diode 36V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ36CA,,TVS,,,,,,1500W,,36.0V,58.1V @ 27A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00925,SMCJ40CA_D_TVS_40V_1500W_SMC,TVS Bi-directional Diode 40V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ40CA,,TVS,,,,,,1500W,,40.0V,64.5V @ 24A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00926,SMCJ43CA_D_TVS_43V_1500W_SMC,TVS Bi-directional Diode 43V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ43CA,,TVS,,,,,,1500W,,43.0V,69.4V @ 22A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00927,SMCJ45CA_D_TVS_45V_1500W_SMC,TVS Bi-directional Diode 45V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ45CA,,TVS,,,,,,1500W,,45.0V,72.7V @ 21A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00928,SMCJ48CA_D_TVS_48V_1500W_SMC,TVS Bi-directional Diode 48V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ48CA,,TVS,,,,,,1500W,,48.0V,77.4V @ 20A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00929,SMCJ51CA_D_TVS_51V_1500W_SMC,TVS Bi-directional Diode 51V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ51CA,,TVS,,,,,,1500W,,51.0V,82.4V @ 19A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00930,SMCJ54CA_D_TVS_54V_1500W_SMC,TVS Bi-directional Diode 54V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ54CA,,TVS,,,,,,1500W,,54.0V,87.1V @ 18A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00931,SMCJ58CA_D_TVS_58V_1500W_SMC,TVS Bi-directional Diode 58V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ58CA,,TVS,,,,,,1500W,,58.0V,93.6V @ 16A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00932,SMCJ60CA_D_TVS_60V_1500W_SMC,TVS Bi-directional Diode 60V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ60CA,,TVS,,,,,,1500W,,60.0V,96.8V @ 16A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00933,SMCJ64CA_D_TVS_64V_1500W_SMC,TVS Bi-directional Diode 64V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ64CA,,TVS,,,,,,1500W,,64.0V,103V @ 15A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00934,SMCJ70CA_D_TVS_70V_1500W_SMC,TVS Bi-directional Diode 70V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ70CA,,TVS,,,,,,1500W,,70.0V,113V @ 13.9A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00935,SMCJ75CA_D_TVS_75V_1500W_SMC,TVS Bi-directional Diode 75V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ75CA,,TVS,,,,,,1500W,,75.0V,121V @ 13A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00936,SMCJ78CA_D_TVS_78V_1500W_SMC,TVS Bi-directional Diode 78V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ78CA,,TVS,,,,,,1500W,,78.0V,126V @ 12.5A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00937,SMCJ85CA_D_TVS_85V_1500W_SMC,TVS Bi-directional Diode 85V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ85CA,,TVS,,,,,,1500W,,85.0V,137V @ 11.5A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00938,SMCJ90CA_D_TVS_90V_1500W_SMC,TVS Bi-directional Diode 90V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ90CA,,TVS,,,,,,1500W,,90.0V,146V @ 10.7A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00939,SMCJ100CA_D_TVS_100V_1500W_SMC,TVS Bi-directional Diode 100V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ100CA,,TVS,,,,,,1500W,,100.0V,162V @ 9.7A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00940,SMCJ110CA_D_TVS_110V_1500W_SMC,TVS Bi-directional Diode 110V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ110CA,,TVS,,,,,,1500W,,110.0V,177V @ 8.9A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00941,SMCJ120CA_D_TVS_120V_1500W_SMC,TVS Bi-directional Diode 120V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ120CA,,TVS,,,,,,1500W,,120.0V,193V @ 8.1A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00942,SMCJ130CA_D_TVS_130V_1500W_SMC,TVS Bi-directional Diode 130V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ130CA,,TVS,,,,,,1500W,,130.0V,209V @ 7.5A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00943,SMCJ150CA_D_TVS_150V_1500W_SMC,TVS Bi-directional Diode 150V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ150CA,,TVS,,,,,,1500W,,150.0V,243V @ 6.4A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00944,SMCJ160CA_D_TVS_160V_1500W_SMC,TVS Bi-directional Diode 160V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ160CA,,TVS,,,,,,1500W,,160.0V,259V @ 6A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00945,SMCJ170CA_D_TVS_170V_1500W_SMC,TVS Bi-directional Diode 170V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ170CA,,TVS,,,,,,1500W,,170.0V,275V @ 5.7A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00600,SMAJ5.0A_D_TVS_5V_400W_SMA,TVS Diode 5V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ5.0A,,TVS,,,,,,400W,,5.0V,9.2V @ 16A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00601,SMAJ6.0A_D_TVS_6V_400W_SMA,TVS Diode 6V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ6.0A,,TVS,,,,,,400W,,6.0V,10.3V @ 15A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00602,SMAJ6.5A_D_TVS_6.5V_400W_SMA,TVS Diode 6.5V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ6.5A,,TVS,,,,,,400W,,6.5V,11.4V @ 13A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00603,SMAJ7.0A_D_TVS_7V_400W_SMA,TVS Diode 7V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ7.0A,,TVS,,,,,,400W,,7.0V,12.0V @ 12A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00604,SMAJ7.5A_D_TVS_7.5V_400W_SMA,TVS Diode 7.5V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ7.5A,,TVS,,,,,,400W,,7.5V,13.0V @ 11.5A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00605,SMAJ8.0A_D_TVS_8V_400W_SMA,TVS Diode 8V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ8.0A,,TVS,,,,,,400W,,8.0V,13.6V @ 11A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00606,SMAJ8.5A_D_TVS_8.5V_400W_SMA,TVS Diode 8.5V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ8.5A,,TVS,,,,,,400W,,8.5V,14.8V @ 10.2A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00607,SMAJ9.0A_D_TVS_9V_400W_SMA,TVS Diode 9V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ9.0A,,TVS,,,,,,400W,,9.0V,15.4V @ 9.5A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00608,SMAJ10A_D_TVS_10V_400W_SMA,TVS Diode 10V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ10A,,TVS,,,,,,400W,,10.0V,17.4V @ 8.7A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00609,SMAJ11A_D_TVS_11V_400W_SMA,TVS Diode 11V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ11A,,TVS,,,,,,400W,,11.0V,19.2V @ 7.9A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00610,SMAJ12A_D_TVS_12V_400W_SMA,TVS Diode 12V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ12A,,TVS,,,,,,400W,,12.0V,21.0V @ 7.3A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00611,SMAJ13A_D_TVS_13V_400W_SMA,TVS Diode 13V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ13A,,TVS,,,,,,400W,,13.0V,22.7V @ 6.8A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00612,SMAJ14A_D_TVS_14V_400W_SMA,TVS Diode 14V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ14A,,TVS,,,,,,400W,,14.0V,24.5V @ 6.3A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00613,SMAJ15A_D_TVS_15V_400W_SMA,TVS Diode 15V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ15A,,TVS,,,,,,400W,,15.0V,26.3V @ 5.9A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00614,SMAJ16A_D_TVS_16V_400W_SMA,TVS Diode 16V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ16A,,TVS,,,,,,400W,,16.0V,28.0V @ 5.6A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00615,SMAJ18A_D_TVS_18V_400W_SMA,TVS Diode 18V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ18A,,TVS,,,,,,400W,,18.0V,31.5V @ 5.0A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00616,SMAJ20A_D_TVS_20V_400W_SMA,TVS Diode 20V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ20A,,TVS,,,,,,400W,,20.0V,35.0V @ 4.5A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
,EL-DIO-00617,SMAJ22A_D_TVS_22V_400W_SMA,TVS Diode 22V 400W SMA,MyLib_Diode:D_TVS_UNI,SMAJ22A,,TVS,,,,,,400W,,22.0V,38.5V @ 4.1A,,,SMA,MyLib_Diode_SMD:D_SMA,SMA,,,,,,,,,,,,,,,,Littelfuse,,SMAJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:14:45,,,,0,0
