Keyld,MyPN,Name,Description,Value,Value 2,Symbol,Footprint,Footprint_Filter,Package,Manufacturer,Manufacturer_PN,Series,Category,Subcategory,Connector_Type,Family,Standard,Mounting_Type,Mounting_Style,Orientation,Gender,Shielded,Shield_Material,Shield_Plating,Pins_Total,Pins_Configuration,Rows,Contact_Type,Contact_Arrangement,Pitch_mm,Row_Spacing_mm,Length_mm,Width_mm,Height_mm,Mating_Height_mm,PCB_Mounting_Dimensions,Current_Rating_A,Current_Rating_Total_A,Voltage_Rating_V,Contact_Resistance_mOhm,Insulation_Resistance_MOhm,Dielectric_Withstanding_Voltage_V,Impedance_Ohm,Frequency_Max_Hz,Contact_Material,Contact_Plating,Plating_Thickness_um,Contact_Finish,Housing_Material,Housing_Color,Insulator_Material,Insulator_Color,Locking_Mechanism,Polarization,Mating_Cycles,Insertion_Force_N,Withdrawal_Force_N,Operating_Temp_Min_C,Operating_Temp_Max_C,Storage_Temp_Min_C,Storage_Temp_Max_C,IP_Rating,Moisture_Sensitivity_Level,RoHS_Compliant,REACH_Compliant,UL_Certified,UL_File_Number,CSA_Certified,TUV_Certified,Flammability_Rating,Solder_Type,Solder_Temperature_C,Solder_Process,Cleaning_Process,PCB_Retention,Pick_and_Place,Tape_and_Reel,Cable_Type,Cable_Diameter_Max_mm,Wire_Gauge_AWG,Wire_Strip_Length_mm,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,Farnell_URL,Newark_PN,Newark_URL,RS_PN,RS_URL,StockQty,Min_Stock,Max_Stock,StockPlace,Price,Currency,MOQ,Packaging,Datasheet,Drawing_2D,Drawing_3D,PCB_Layout_Suggestion,Application_Note,Assembly_Instructions,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
628,EL-CON_840683,CON_MOLEX_PicoBlade_13P_1R_M_V_THT_53398-1371,"Molex PicoBlade 13-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-1371",,,Connector_Generic:Conn_01x13,Connector_Molex:Molex_PicoBlade_53398-1371_1x13-1MP_P1.25mm_Vertical,*Molex*PicoBlade*13*,Through Hole,Molex,PicoBlade_53398-1371_1x13-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,13,13P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,13pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
629,EL-CON_840684,CON_MOLEX_PicoBlade_14P_1R_M_V_THT_53398-1471,"Molex PicoBlade 14-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-1471",,,Connector_Generic:Conn_01x14,Connector_Molex:Molex_PicoBlade_53398-1471_1x14-1MP_P1.25mm_Vertical,*Molex*PicoBlade*14*,Through Hole,Molex,PicoBlade_53398-1471_1x14-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,14,14P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,14pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
630,EL-CON_840685,CON_MOLEX_PicoBlade_15P_1R_M_V_THT_53398-1571,"Molex PicoBlade 15-position Male connector, 1 row(s), 1.25mm pitch, Vertical orientation, Through Hole, 1.0A, 250V, PN: 53398-1571",,,Connector_Generic:Conn_01x15,Connector_Molex:Molex_PicoBlade_53398-1571_1x15-1MP_P1.25mm_Vertical,*Molex*PicoBlade*15*,Through Hole,Molex,PicoBlade_53398-1571_1x15-1MP_P1.25mm_Vertical,PicoBlade,Header Connector,Molex PicoBlade,Board-to-Board,PicoBlade,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,15,15P,1,Pin,,1.25,,,,,,,1.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,picoblade,15pin,header,1.25mm",script,2026-02-17 07:34:32,,,1.0,0,0
631,EL-CON_840686,CON_MOLEX_KK_04P_2R_M_V_THT_90325-0004,"Molex KK 4-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0004",,,Connector_Generic:Conn_02x02_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0004_2x02_P1.27mm_Vertical,*Molex*KK*4*,Through Hole,Molex,Picoflex_90325-0004_2x02_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,4,4P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,4pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
632,EL-CON_840687,CON_MOLEX_KK_06P_2R_M_V_THT_90325-0006,"Molex KK 6-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0006",,,Connector_Generic:Conn_02x03_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0006_2x03_P1.27mm_Vertical,*Molex*KK*6*,Through Hole,Molex,Picoflex_90325-0006_2x03_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,6,6P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,6pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
633,EL-CON_840688,CON_MOLEX_KK_08P_2R_M_V_THT_90325-0008,"Molex KK 8-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0008",,,Connector_Generic:Conn_02x04_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0008_2x04_P1.27mm_Vertical,*Molex*KK*8*,Through Hole,Molex,Picoflex_90325-0008_2x04_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,8,8P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,8pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
634,EL-CON_840689,CON_MOLEX_KK_10P_2R_M_V_THT_90325-0010,"Molex KK 10-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0010",,,Connector_Generic:Conn_02x05_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0010_2x05_P1.27mm_Vertical,*Molex*KK*10*,Through Hole,Molex,Picoflex_90325-0010_2x05_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,10,10P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,10pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
635,EL-CON_840690,CON_MOLEX_KK_12P_2R_M_V_THT_90325-0012,"Molex KK 12-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0012",,,Connector_Generic:Conn_02x06_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0012_2x06_P1.27mm_Vertical,*Molex*KK*12*,Through Hole,Molex,Picoflex_90325-0012_2x06_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,12,12P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,12pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
636,EL-CON_840691,CON_MOLEX_KK_14P_2R_M_V_THT_90325-0014,"Molex KK 14-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0014",,,Connector_Generic:Conn_02x07_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0014_2x07_P1.27mm_Vertical,*Molex*KK*14*,Through Hole,Molex,Picoflex_90325-0014_2x07_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,14,14P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,14pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
637,EL-CON_840692,CON_MOLEX_KK_16P_2R_M_V_THT_90325-0016,"Molex KK 16-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0016",,,Connector_Generic:Conn_02x08_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0016_2x08_P1.27mm_Vertical,*Molex*KK*16*,Through Hole,Molex,Picoflex_90325-0016_2x08_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,16,16P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,16pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
638,EL-CON_840693,CON_MOLEX_KK_18P_2R_M_V_THT_90325-0018,"Molex KK 18-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0018",,,Connector_Generic:Conn_02x09_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0018_2x09_P1.27mm_Vertical,*Molex*KK*18*,Through Hole,Molex,Picoflex_90325-0018_2x09_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,18,18P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,18pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
639,EL-CON_840694,CON_MOLEX_KK_20P_2R_M_V_THT_90325-0020,"Molex KK 20-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0020",,,Connector_Generic:Conn_02x10_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0020_2x10_P1.27mm_Vertical,*Molex*KK*20*,Through Hole,Molex,Picoflex_90325-0020_2x10_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,20,20P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,20pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
640,EL-CON_840695,CON_MOLEX_KK_22P_2R_M_V_THT_90325-0022,"Molex KK 22-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0022",,,Connector_Generic:Conn_02x11_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0022_2x11_P1.27mm_Vertical,*Molex*KK*22*,Through Hole,Molex,Picoflex_90325-0022_2x11_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,22,22P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,22pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
641,EL-CON_840696,CON_MOLEX_KK_24P_2R_M_V_THT_90325-0024,"Molex KK 24-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0024",,,Connector_Generic:Conn_02x12_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0024_2x12_P1.27mm_Vertical,*Molex*KK*24*,Through Hole,Molex,Picoflex_90325-0024_2x12_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,24,24P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,24pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
642,EL-CON_840697,CON_MOLEX_KK_26P_2R_M_V_THT_90325-0026,"Molex KK 26-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90325-0026",,,Connector_Generic:Conn_02x13_Odd_Even,Connector_Molex:Molex_Picoflex_90325-0026_2x13_P1.27mm_Vertical,*Molex*KK*26*,Through Hole,Molex,Picoflex_90325-0026_2x13_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,26,26P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,26pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
643,EL-CON_840698,CON_MOLEX_KK_04P_2R_M_V_THT_90814-0004,"Molex KK 4-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0004",,,Connector_Generic:Conn_02x02_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0004_2x02_P1.27mm_Vertical,*Molex*KK*4*,Through Hole,Molex,Picoflex_90814-0004_2x02_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,4,4P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,4pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
644,EL-CON_840699,CON_MOLEX_KK_06P_2R_M_V_THT_90814-0006,"Molex KK 6-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0006",,,Connector_Generic:Conn_02x03_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0006_2x03_P1.27mm_Vertical,*Molex*KK*6*,Through Hole,Molex,Picoflex_90814-0006_2x03_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,6,6P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,6pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
645,EL-CON_840700,CON_MOLEX_KK_08P_2R_M_V_THT_90814-0008,"Molex KK 8-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0008",,,Connector_Generic:Conn_02x04_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0008_2x04_P1.27mm_Vertical,*Molex*KK*8*,Through Hole,Molex,Picoflex_90814-0008_2x04_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,8,8P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,8pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
646,EL-CON_840701,CON_MOLEX_KK_10P_2R_M_V_THT_90814-0010,"Molex KK 10-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0010",,,Connector_Generic:Conn_02x05_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0010_2x05_P1.27mm_Vertical,*Molex*KK*10*,Through Hole,Molex,Picoflex_90814-0010_2x05_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,10,10P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,10pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
647,EL-CON_840702,CON_MOLEX_KK_12P_2R_M_V_THT_90814-0012,"Molex KK 12-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0012",,,Connector_Generic:Conn_02x06_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0012_2x06_P1.27mm_Vertical,*Molex*KK*12*,Through Hole,Molex,Picoflex_90814-0012_2x06_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,12,12P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,12pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
648,EL-CON_840703,CON_MOLEX_KK_14P_2R_M_V_THT_90814-0014,"Molex KK 14-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0014",,,Connector_Generic:Conn_02x07_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0014_2x07_P1.27mm_Vertical,*Molex*KK*14*,Through Hole,Molex,Picoflex_90814-0014_2x07_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,14,14P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,14pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
649,EL-CON_840704,CON_MOLEX_KK_16P_2R_M_V_THT_90814-0016,"Molex KK 16-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0016",,,Connector_Generic:Conn_02x08_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0016_2x08_P1.27mm_Vertical,*Molex*KK*16*,Through Hole,Molex,Picoflex_90814-0016_2x08_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,16,16P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,16pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
650,EL-CON_840705,CON_MOLEX_KK_18P_2R_M_V_THT_90814-0018,"Molex KK 18-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0018",,,Connector_Generic:Conn_02x09_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0018_2x09_P1.27mm_Vertical,*Molex*KK*18*,Through Hole,Molex,Picoflex_90814-0018_2x09_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,18,18P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,18pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
651,EL-CON_840706,CON_MOLEX_KK_20P_2R_M_V_THT_90814-0020,"Molex KK 20-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0020",,,Connector_Generic:Conn_02x10_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0020_2x10_P1.27mm_Vertical,*Molex*KK*20*,Through Hole,Molex,Picoflex_90814-0020_2x10_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,20,20P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,20pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
652,EL-CON_840707,CON_MOLEX_KK_22P_2R_M_V_THT_90814-0022,"Molex KK 22-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0022",,,Connector_Generic:Conn_02x11_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0022_2x11_P1.27mm_Vertical,*Molex*KK*22*,Through Hole,Molex,Picoflex_90814-0022_2x11_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,22,22P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,22pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
653,EL-CON_840708,CON_MOLEX_KK_24P_2R_M_V_THT_90814-0024,"Molex KK 24-position Male connector, 2 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 90814-0024",,,Connector_Generic:Conn_02x12_Odd_Even,Connector_Molex:Molex_Picoflex_90814-0024_2x12_P1.27mm_Vertical,*Molex*KK*24*,Through Hole,Molex,Picoflex_90814-0024_2x12_P1.27mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,24,24P,2,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,24pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
