Keyld,MyPN,Name,Description,Value,Value2,Symbol,Footprint,Footprint_Filter,Coil_Voltage,Coil_Resistance,Coil_Power,Contact_Form,Contact_Current,Contact_Voltage,Contact_Resistance,Switching_Power,Isolation_Voltage,Operate_Time,Release_Time,Mechanical_Life,Electrical_Life,Type,Mount,,Dimensions,Height,Termination,MinTemp,MaxTemp,Operating_Temp,Sealing,Flux_Proof,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
325,EL-REL-000325,SolidStateRelay_Triac_250V_100mA_ZeroCross_5mA_OnSemi_MOC3033M,"On Semiconductor MOC3033M - Zero cross Opto-Triac, 250V Vdrm, 100mA IT, 5mA Ift, DIP-6",MOC3033M,250V 100mA Zero,Relay_SolidState:MOC3033M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,250V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3043M-D.pdf,1,1,On Semiconductor,MOC3033M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
326,EL-REL-000326,SolidStateRelay_Triac_400V_100mA_ZeroCross_OnSemi_MOC3041M,"On Semiconductor MOC3041M - Zero cross Opto-Triac, 400V Vdrm, 100mA IT, 15mA Ift, DIP-6",MOC3041M,400V 100mA Zero,Relay_SolidState:MOC3041M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,400V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3043M-D.pdf,1,1,On Semiconductor,MOC3041M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
327,EL-REL-000327,SolidStateRelay_Triac_400V_100mA_ZeroCross_10mA_OnSemi_MOC3042M,"On Semiconductor MOC3042M - Zero cross Opto-Triac, 400V Vdrm, 100mA IT, 10mA Ift, DIP-6",MOC3042M,400V 100mA Zero,Relay_SolidState:MOC3042M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,400V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3043M-D.pdf,1,1,On Semiconductor,MOC3042M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
328,EL-REL-000328,SolidStateRelay_Triac_400V_100mA_ZeroCross_5mA_OnSemi_MOC3043M,"On Semiconductor MOC3043M - Zero cross Opto-Triac, 400V Vdrm, 100mA IT, 5mA Ift, DIP-6",MOC3043M,400V 100mA Zero,Relay_SolidState:MOC3043M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,400V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3043M-D.pdf,1,1,On Semiconductor,MOC3043M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
329,EL-REL-000329,SolidStateRelay_Triac_600V_100mA_RandomPhase_15mA_OnSemi_MOC3051M,"On Semiconductor MOC3051M - Random phase Opto-Triac, 600V Vdrm, 100mA IT, 15mA Ift, DIP-6",MOC3051M,600V 100mA Random,Relay_SolidState:MOC3051M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,600V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3052M-D.PDF,1,1,On Semiconductor,MOC3051M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Random Phase,,2024-01-15,,2024-01-15,1,,
330,EL-REL-000330,SolidStateRelay_Triac_600V_100mA_RandomPhase_10mA_OnSemi_MOC3052M,"On Semiconductor MOC3052M - Random phase Opto-Triac, 600V Vdrm, 100mA IT, 10mA Ift, DIP-6",MOC3052M,600V 100mA Random,Relay_SolidState:MOC3052M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,600V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3052M-D.PDF,1,1,On Semiconductor,MOC3052M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Random Phase,,2024-01-15,,2024-01-15,1,,
331,EL-REL-000331,SolidStateRelay_Triac_600V_100mA_ZeroCross_15mA_OnSemi_MOC3061M,"On Semiconductor MOC3061M - Zero cross Opto-Triac, 600V Vdrm, 100mA IT, 15mA Ift, DIP-6",MOC3061M,600V 100mA Zero,Relay_SolidState:MOC3061M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,600V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3163M-D.pdf,1,1,On Semiconductor,MOC3061M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
332,EL-REL-000332,SolidStateRelay_Triac_600V_100mA_ZeroCross_10mA_OnSemi_MOC3062M,"On Semiconductor MOC3062M - Zero cross Opto-Triac, 600V Vdrm, 100mA IT, 10mA Ift, DIP-6",MOC3062M,600V 100mA Zero,Relay_SolidState:MOC3062M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,600V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3163M-D.pdf,1,1,On Semiconductor,MOC3062M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
333,EL-REL-000333,SolidStateRelay_Triac_600V_100mA_ZeroCross_5mA_OnSemi_MOC3063M,"On Semiconductor MOC3063M - Zero cross Opto-Triac, 600V Vdrm, 100mA IT, 5mA Ift, DIP-6",MOC3063M,600V 100mA Zero,Relay_SolidState:MOC3063M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,600V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3163M-D.pdf,1,1,On Semiconductor,MOC3063M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
334,EL-REL-000334,SolidStateRelay_Triac_800V_100mA_ZeroCross_15mA_OnSemi_MOC3081M,"On Semiconductor MOC3081M - Zero cross Opto-Triac, 800V Vdrm, 100mA IT, 15mA Ift, DIP-6",MOC3081M,800V 100mA Zero,Relay_SolidState:MOC3081M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,800V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3083M-D.PDF,1,1,On Semiconductor,MOC3081M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
335,EL-REL-000335,SolidStateRelay_Triac_800V_100mA_ZeroCross_10mA_OnSemi_MOC3082M,"On Semiconductor MOC3082M - Zero cross Opto-Triac, 800V Vdrm, 100mA IT, 10mA Ift, DIP-6",MOC3082M,800V 100mA Zero,Relay_SolidState:MOC3082M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,800V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3083M-D.PDF,1,1,On Semiconductor,MOC3082M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
336,EL-REL-000336,SolidStateRelay_Triac_800V_100mA_ZeroCross_5mA_OnSemi_MOC3083M,"On Semiconductor MOC3083M - Zero cross Opto-Triac, 800V Vdrm, 100mA IT, 5mA Ift, DIP-6",MOC3083M,800V 100mA Zero,Relay_SolidState:MOC3083M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,800V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3083M-D.PDF,1,1,On Semiconductor,MOC3083M,MOC30xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
337,EL-REL-000337,SolidStateRelay_Triac_600V_100mA_ZeroCross_HighDvDt_OnSemi_MOC3162M,"On Semiconductor MOC3162M - Zero cross Opto-Triac, 600V Vdrm, 100mA IT, 10mA Ift, high dv/dt 1000V/µs, DIP-6",MOC3162M,600V 100mA Zero,Relay_SolidState:MOC3162M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,600V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3163M-D.pdf,1,1,On Semiconductor,MOC3162M,MOC31xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross high dv/dt,,2024-01-15,,2024-01-15,1,,
338,EL-REL-000338,SolidStateRelay_Triac_600V_100mA_ZeroCross_HighDvDt_5mA_OnSemi_MOC3163M,"On Semiconductor MOC3163M - Zero cross Opto-Triac, 600V Vdrm, 100mA IT, 5mA Ift, high dv/dt 1000V/µs, DIP-6",MOC3163M,600V 100mA Zero,Relay_SolidState:MOC3163M,Package_DIP:DIP-6_W7.62mm,DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*,,,0.1W,SPST-NO (1 Form A),0.1A,600V AC,,,,60µs,60µs,,,Solid State (Triac),Through Hole,DIP-6,8.5 x 6.5 x 3.5mm,3.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.onsemi.com/pub/Collateral/MOC3163M-D.pdf,1,1,On Semiconductor,MOC3163M,MOC31xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross high dv/dt,,2024-01-15,,2024-01-15,1,,
339,EL-REL-000339,SolidStateRelay_Triac_400V_8A_RandomPhase_Sharp_S102S01,"Sharp S102S01 - Random phase solid state relay, 400V Vdrm, 8A IT, 8mA Ift, SIP-4 package, panel mount",S102S01,400V 8A Random,Relay_SolidState:S102S01,Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight,SIP4*Sharp*SSR*P7.62mm*,,,0.5W,SPST-NO (1 Form A),8A,400V AC,,,,10ms,10ms,,,Solid State (Triac),Through Hole,SIP-4,32.0 x 13.0 x 10.0mm,10.0mm,PC Pin,-30°C,85°C,-30°C to 85°C,,,http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s102s01_e.pdf,1,1,Sharp,S102S01,S102S,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Random Phase Solid State Relays,,2024-01-15,,2024-01-15,1,,
340,EL-REL-000340,SolidStateRelay_Triac_400V_8A_ZeroCross_Sharp_S102S02,"Sharp S102S02 - Zero cross solid state relay, 400V Vdrm, 8A IT, 8mA Ift, SIP-4 package",S102S02,400V 8A Zero,Relay_SolidState:S102S02,Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight,SIP4*Sharp*SSR*P7.62mm*,,,0.5W,SPST-NO (1 Form A),8A,400V AC,,,,10ms,10ms,,,Solid State (Triac),Through Hole,SIP-4,32.0 x 13.0 x 10.0mm,10.0mm,PC Pin,-30°C,85°C,-30°C to 85°C,,,http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s102s02_e.pdf,1,1,Sharp,S102S02,S102S,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross Solid State Relays,,2024-01-15,,2024-01-15,1,,
341,EL-REL-000341,SolidStateRelay_Triac_400V_12A_RandomPhase_Sharp_S112S01,"Sharp S112S01 - Random phase solid state relay, 400V Vdrm, 12A IT, 8mA Ift, SIP-4 package, high current",S112S01,400V 12A Random,Relay_SolidState:S112S01,Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight,SIP4*Sharp*SSR*P7.62mm*,,,0.5W,SPST-NO (1 Form A),12A,400V AC,,,,10ms,10ms,,,Solid State (Triac),Through Hole,SIP-4,32.0 x 13.0 x 10.0mm,10.0mm,PC Pin,-30°C,85°C,-30°C to 85°C,,,http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s112s01_e.pdf,1,1,Sharp,S112S01,S112S,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Random Phase Solid State Relays,,2024-01-15,,2024-01-15,1,,
342,EL-REL-000342,SolidStateRelay_Triac_400V_16A_RandomPhase_Sharp_S116S01,"Sharp S116S01 - Random phase solid state relay, 400V Vdrm, 16A IT, 8mA Ift, SIP-4 package, high current",S116S01,400V 16A Random,Relay_SolidState:S116S01,Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight,SIP4*Sharp*SSR*P7.62mm*,,,0.5W,SPST-NO (1 Form A),16A,400V AC,,,,10ms,10ms,,,Solid State (Triac),Through Hole,SIP-4,32.0 x 13.0 x 10.0mm,10.0mm,PC Pin,-30°C,85°C,-30°C to 85°C,,,http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s116s01_e.pdf,1,1,Sharp,S116S01,S116S,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Random Phase Solid State Relays,,2024-01-15,,2024-01-15,1,,
343,EL-REL-000343,SolidStateRelay_Triac_400V_16A_ZeroCross_Sharp_S116S02,"Sharp S116S02 - Zero cross solid state relay, 400V Vdrm, 16A IT, 8mA Ift, SIP-4 package",S116S02,400V 16A Zero,Relay_SolidState:S116S02,Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight,SIP4*Sharp*SSR*P7.62mm*,,,0.5W,SPST-NO (1 Form A),16A,400V AC,,,,10ms,10ms,,,Solid State (Triac),Through Hole,SIP-4,32.0 x 13.0 x 10.0mm,10.0mm,PC Pin,-30°C,85°C,-30°C to 85°C,,,http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s116s02_e.pdf,1,1,Sharp,S116S02,S116S,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross Solid State Relays,,2024-01-15,,2024-01-15,1,,
344,EL-REL-000344,SolidStateRelay_Triac_600V_8A_RandomPhase_Sharp_S202S01,"Sharp S202S01 - Random phase solid state relay, 600V Vdrm, 8A IT, 8mA Ift, SIP-4 package, high voltage",S202S01,600V 8A Random,Relay_SolidState:S202S01,Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight,SIP4*Sharp*SSR*P7.62mm*,,,0.5W,SPST-NO (1 Form A),8A,600V AC,,,,10ms,10ms,,,Solid State (Triac),Through Hole,SIP-4,32.0 x 13.0 x 10.0mm,10.0mm,PC Pin,-30°C,85°C,-30°C to 85°C,,,http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s102s01_e.pdf,1,1,Sharp,S202S01,S202S,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Random Phase Solid State Relays,,2024-01-15,,2024-01-15,1,,
345,EL-REL-000345,SolidStateRelay_Triac_600V_8A_ZeroCross_Sharp_S202S02,"Sharp S202S02 - Zero cross solid state relay, 600V Vdrm, 8A IT, 8mA Ift, SIP-4 package",S202S02,600V 8A Zero,Relay_SolidState:S202S02,Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight,SIP4*Sharp*SSR*P7.62mm*,,,0.5W,SPST-NO (1 Form A),8A,600V AC,,,,10ms,10ms,,,Solid State (Triac),Through Hole,SIP-4,32.0 x 13.0 x 10.0mm,10.0mm,PC Pin,-30°C,85°C,-30°C to 85°C,,,http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s102s02_e.pdf,1,1,Sharp,S202S02,S202S,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross Solid State Relays,,2024-01-15,,2024-01-15,1,,
346,EL-REL-000346,SolidStateRelay_Triac_600V_12A_RandomPhase_Sharp_S212S01,"Sharp S212S01 - Random phase solid state relay, 600V Vdrm, 12A IT, 8mA Ift, SIP-4 package",S212S01,600V 12A Random,Relay_SolidState:S212S01,Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight,SIP4*Sharp*SSR*P7.62mm*,,,0.5W,SPST-NO (1 Form A),12A,600V AC,,,,10ms,10ms,,,Solid State (Triac),Through Hole,SIP-4,32.0 x 13.0 x 10.0mm,10.0mm,PC Pin,-30°C,85°C,-30°C to 85°C,,,http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s112s01_e.pdf,1,1,Sharp,S212S01,S212S,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Random Phase Solid State Relays,,2024-01-15,,2024-01-15,1,,
347,EL-REL-000347,SolidStateRelay_Triac_600V_16A_RandomPhase_Sharp_S216S01,"Sharp S216S01 - Random phase solid state relay, 600V Vdrm, 16A IT, 8mA Ift, SIP-4 package",S216S01,600V 16A Random,Relay_SolidState:S216S01,Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight,SIP4*Sharp*SSR*P7.62mm*,,,0.5W,SPST-NO (1 Form A),16A,600V AC,,,,10ms,10ms,,,Solid State (Triac),Through Hole,SIP-4,32.0 x 13.0 x 10.0mm,10.0mm,PC Pin,-30°C,85°C,-30°C to 85°C,,,http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s116s01_e.pdf,1,1,Sharp,S216S01,S216S,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Random Phase Solid State Relays,,2024-01-15,,2024-01-15,1,,
348,EL-REL-000348,SolidStateRelay_Triac_600V_16A_ZeroCross_Sharp_S216S02,"Sharp S216S02 - Zero cross solid state relay, 600V Vdrm, 16A IT, 8mA Ift, SIP-4 package",S216S02,600V 16A Zero,Relay_SolidState:S216S02,Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight,SIP4*Sharp*SSR*P7.62mm*,,,0.5W,SPST-NO (1 Form A),16A,600V AC,,,,10ms,10ms,,,Solid State (Triac),Through Hole,SIP-4,32.0 x 13.0 x 10.0mm,10.0mm,PC Pin,-30°C,85°C,-30°C to 85°C,,,http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s116s02_e.pdf,1,1,Sharp,S216S02,S216S,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross Solid State Relays,,2024-01-15,,2024-01-15,1,,
349,EL-REL-000349,SolidStateRelay_Thyristor_400V_150mA_Toshiba_TLP141G,"Toshiba TLP141G - DC optocoupler thyristor based, 400V Vdrm, 150mA IT, 2500V isolation, SOIC-5-6 package",TLP141G,400V 150mA Thyristor,Relay_SolidState:TLP141G,Package_SO:Toshiba_SOIC-5-6_4.4x3.6mm_P1.27mm,Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*,,,0.1W,SPST-NO (1 Form A),0.15A,400V AC,,,,10µs,10µs,,,Solid State (Thyristor),Surface Mount,SOIC-6,4.4 x 3.6 x 2.0mm,2.0mm,Gull Wing,-55°C,100°C,-55°C to 100°C,,,"http://datasheet.octopart.com/TLP141G(U,F)-Toshiba-datasheet-134958.pdf",1,1,Toshiba,TLP141G,TLP14xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,OptoThyristor DC Optocoupler,,2024-01-15,,2024-01-15,1,,
350,EL-REL-000350,SolidStateRelay_Thyristor_400V_150mA_Toshiba_TLP148G,"Toshiba TLP148G - DC optocoupler thyristor based, 400V Vdrm, 150mA IT, 2500V isolation, SOIC-5-6 package",TLP148G,400V 150mA Thyristor,Relay_SolidState:TLP148G,Package_SO:Toshiba_SOIC-5-6_4.4x3.6mm_P1.27mm,Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*,,,0.1W,SPST-NO (1 Form A),0.15A,400V AC,,,,10µs,10µs,,,Solid State (Thyristor),Surface Mount,SOIC-6,4.4 x 3.6 x 2.0mm,2.0mm,Gull Wing,-55°C,100°C,-55°C to 100°C,,,https://toshiba.semicon-storage.com/info/docget.jsp?did=1019&prodName=TLP148G,1,1,Toshiba,TLP148G,TLP14xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,OptoThyristor DC Optocoupler,,2024-01-15,,2024-01-15,1,,
351,EL-REL-000351,SolidStateRelay_Triac_400V_70mA_RandomPhase_Toshiba_TLP160G,"Toshiba TLP160G - Random phase Opto-Triac, 400V Vdrm, 70mA IT, 20mA Ift, 200V/us dv/dt, SOIC-4-6 package for AC load switching",TLP160G,400V 70mA Random,Relay_SolidState:TLP160G,Package_SO:Toshiba_SOIC-4-6_4.4x3.6mm_P1.27mm,Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*,,,0.1W,SPST-NO (1 Form A),0.07A,400V AC,,,,10µs,10µs,,,Solid State (Triac),Surface Mount,SOIC-6,4.4 x 3.6 x 2.0mm,2.0mm,Gull Wing,-40°C,100°C,-40°C to 100°C,,,https://toshiba.semicon-storage.com/info/docget.jsp?did=16919&prodName=TLP160G,1,1,Toshiba,TLP160G,TLP16xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Random Phase,,2024-01-15,,2024-01-15,1,,
352,EL-REL-000352,SolidStateRelay_Triac_600V_70mA_RandomPhase_Toshiba_TLP160J,"Toshiba TLP160J - Random phase Opto-Triac, 600V Vdrm, 70mA IT, 7mA Ift, SOIC-6 package, high voltage version",TLP160J,600V 70mA Random,Relay_SolidState:TLP160J,Package_SO:Toshiba_SOIC-4-6_4.4x3.6mm_P1.27mm,Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*,,,0.1W,SPST-NO (1 Form A),0.07A,600V AC,,,,10µs,10µs,,,Solid State (Triac),Surface Mount,SOIC-6,4.4 x 3.6 x 2.0mm,2.0mm,Gull Wing,-25°C,85°C,-25°C to 85°C,,,https://toshiba.semicon-storage.com/info/docget.jsp?did=16919&prodName=TLP160J,1,1,Toshiba,TLP160J,TLP16xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Random Phase,,2024-01-15,,2024-01-15,1,,
353,EL-REL-000353,SolidStateRelay_Triac_400V_70mA_ZeroCross_Toshiba_TLP161G,"Toshiba TLP161G - Zero cross Opto-Triac, 400V Vdrm, 70mA IT, 5mA Ift, SOIC-6 package, for AC load switching with reduced inrush",TLP161G,400V 70mA Zero,Relay_SolidState:TLP161G,Package_SO:Toshiba_SOIC-4-6_4.4x3.6mm_P1.27mm,Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*,,,0.1W,SPST-NO (1 Form A),0.07A,400V AC,,,,10µs,10µs,,,Solid State (Triac),Surface Mount,SOIC-6,4.4 x 3.6 x 2.0mm,2.0mm,Gull Wing,-40°C,100°C,-40°C to 100°C,,,https://toshiba.semicon-storage.com/info/docget.jsp?did=13665&prodName=TLP161G,1,1,Toshiba,TLP161G,TLP16xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
354,EL-REL-000354,SolidStateRelay_Triac_600V_70mA_ZeroCross_Toshiba_TLP161J,"Toshiba TLP161J - Zero cross Opto-Triac, 600V Vdrm, 70mA IT, 7mA Ift, SOIC-6 package, high voltage zero cross switching",TLP161J,600V 70mA Zero,Relay_SolidState:TLP161J,Package_SO:Toshiba_SOIC-4-6_4.4x3.6mm_P1.27mm,Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*,,,0.1W,SPST-NO (1 Form A),0.07A,600V AC,,,,10µs,10µs,,,Solid State (Triac),Surface Mount,SOIC-6,4.4 x 3.6 x 2.0mm,2.0mm,Gull Wing,-40°C,100°C,-40°C to 100°C,,,https://toshiba.semicon-storage.com/info/docget.jsp?did=13665&prodName=TLP161J,1,1,Toshiba,TLP161J,TLP16xx,,,,,,,,,,,Relays,Solid State Relays,,,,,,,,,,,,1,,Opto-Triac Zero Cross,,2024-01-15,,2024-01-15,1,,
