KeyId,MyPN,Name,Description,Value,Value2,FET_Type,Channel,Mode,Material,VDS,VGS,VGS_Threshold,ID_Continuous,ID_Pulse,RDS_On,RDS_On_Condition,Power_Total,Input_Capacitance,Output_Capacitance,Reverse_Capacitance,Gate_Charge_Total,Gate_Charge_GS,Gate_Charge_GD,Turn_On_Delay,Rise_Time,Turn_Off_Delay,Fall_Time,Diode_Forward_Voltage,Diode_Recovery_Time,IDSS,IGSS,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000596,NDT3055L,"4A Id, 60V Vds, N-Channel Logic Level Enhancement Mode MOSFET, SOT-223",N-MOS 60V 4A 100mΩ,Logic Level,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,1-2.5V,4A,16A,100mΩ,"VGS=10V, ID=2A",3W,300pF,100pF,40pF,8nC,2.1nC,2.8nC,6ns,10ns,18ns,8ns,1.1V,35ns,1µA,100nA,SOT-223,6.50x3.50mm,1.60mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-223,SOT?223*,,1,1,ON Semiconductor,NDT3055L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000597,NTMFS016N06CT1G,"N-Channel Power MOSFET, 60V, 33A, 15.6mΩ, SO-8FL",N-MOS 60V 33A 15.6mΩ,Automotive,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,2-4V,33A,132A,15.6mΩ,"VGS=10V, ID=16.5A",35W,900pF,300pF,80pF,16nC,4.2nC,5.5nC,9ns,14ns,24ns,11ns,1.1V,40ns,1µA,100nA,SO-8FL,5.00x6.00mm,1.10mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:ONSemi_SO-8FL_488AA,ONSemi_SO*8FL_488AA*,,1,1,ON Semiconductor,NTMFS016N06CT1G,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000598,NTR2101P,"-8V P-Channel MOSFET, -3.7A, SOT-23",P-MOS 8V 3.7A 45mΩ,Logic Level,MOSFET,P-Channel,Enhancement,Silicon,-8V,±8V,-0.45 to -1.0V,-3.7A,-14.8A,45mΩ,"VGS=-4.5V, ID=-3.7A",1.3W,700pF,230pF,100pF,10nC,2.5nC,3.5nC,8ns,12ns,22ns,10ns,-1.0V,25ns,-1µA,±100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,ON Semiconductor,NTR2101P,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000599,PGA26E19BA,"600V GaN FET, 13A, 140mΩ, DFN-8",N-GaN 600V 13A 140mΩ,GaN,GaNFET,N-Channel,Enhancement,GaN,600V,±20V,1.2-2.5V,13A,26A,140mΩ,"VGS=6V, ID=6.5A",45W,85pF,25pF,2pF,2.3nC,0.8nC,0.7nC,5.5ns,3.0ns,10.0ns,2.5ns,1.5V,,10µA,100nA,DFN-8,8.00x8.00mm,0.95mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_DFN_QFN:Panasonic_HSON-8_8x8mm_P2.00mm,Panasonic*HSON*8x8mm*P2.00mm*,,1,1,Panasonic,PGA26E19BA,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000600,PMDT290UCE,"20V / 20V, 800mA / 550mA N/P-channel Trench MOSFET, SOT-666",N+P-MOS 20V 0.8A/0.55A,,MOSFET,N+P-Channel,Enhancement,Silicon,20V,±8V,0.45-1.0V,"0.8A (N), -0.55A (P)","1.6A (N), -1.1A (P)","380mΩ (N), 580mΩ (P)",VGS=4.5V,500mW,"50pF (N), 45pF (P)","15pF (N), 15pF (P)","6pF (N), 8pF (P)","1.5nC (N), 1.2nC (P)",,,6ns,8ns,15ns,10ns,1.0V,,1µA,10nA,SOT-666,1.60x1.60mm,0.60mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_Dual_NPN_PNP_E1B1C2E2B2C1,MyLib_Package_TO_SOT_SMD:SOT-666,SOT?666*,,1,1,Nexperia,PMDT290UCE,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000601,QM6006D,"N-Channel Power MOSFET, 60V, 35A, 18mΩ, TO-252",N-MOS 60V 35A 18mΩ,,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,2-4V,35A,140A,18mΩ,"VGS=10V, ID=17.5A",68W,950pF,280pF,75pF,19.3nC,4.8nC,6.5nC,12ns,18ns,30ns,14ns,1.1V,42ns,1µA,100nA,TO-252,6.60x6.10mm,2.40mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-252-3_TabPin4,TO?252*,,1,1,QM Semi,QM6006D,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000602,RS9N50D,"N-Channel Power MOSFET, 500V, 9A, 650mΩ, TO-252",N-MOS 500V 9A 650mΩ,,MOSFET,N-Channel,Enhancement,Silicon,500V,±30V,2-4V,9A,36A,650mΩ,"VGS=10V, ID=4.5A",110W,1100pF,120pF,25pF,22nC,5.8nC,7.5nC,14ns,22ns,38ns,18ns,1.5V,180ns,1µA,100nA,TO-252,6.60x6.10mm,2.40mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-252-3_TabPin4,TO?252*,,1,1,Rohm,RS9N50D,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000603,SQJQ100E-T1_GE3,"Automotive N-Channel TrenchFET MOSFET, 40V, 200A, 0.9mΩ, PowerPAK 8x8",N-MOS 40V 200A 0.9mΩ,"AEC-Q101, TrenchFET Gen IV",MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,2V,200A,800A,0.9mΩ,"VGS=10V, ID=20A",136W,9500pF,2800pF,350pF,220nC,55nC,68nC,15ns,24ns,38ns,18ns,1.1V,52ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ100E-T1_GE3,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000604,SQJQ100EL-T1_GE3,"Automotive N-Channel TrenchFET MOSFET, 40V, 200A, 1.2mΩ, PowerPAK 8x8",N-MOS 40V 200A 1.2mΩ,"AEC-Q101, Logic Level",MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,1.5V,200A,800A,1.2mΩ,"VGS=10V, ID=20A",50W,950pF,280pF,80pF,220nC,55nC,68nC,14ns,22ns,36ns,17ns,1.1V,50ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ100EL-T1_GE3,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000605,SQJQ112E-T1_GE3,"Automotive N-Channel TrenchFET MOSFET, 100V, 296A, 2.53mΩ, PowerPAK 8x8",N-MOS 100V 296A 2.53mΩ,"AEC-Q101, TrenchFET Gen IV",MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,3.5V,296A,1184A,2.53mΩ,"VGS=10V, ID=20A",600W,15945pF,1857pF,80pF,112nC,28nC,35nC,16ns,26ns,42ns,20ns,1.2V,58ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ112E-T1_GE3,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000606,SQJQ114EL-T1_GE3,"Automotive N-Channel TrenchFET MOSFET, 100V, 136A, 5.5mΩ, PowerPAK 8x8",N-MOS 100V 136A 5.5mΩ,"AEC-Q101, Logic Level",MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2.5V,136A,544A,5.5mΩ,"VGS=10V, ID=20A",277W,4500pF,1200pF,150pF,158nC,40nC,52nC,15ns,24ns,40ns,19ns,1.1V,55ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ114EL-T1_GE3,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000607,SQJQ116EL,"Automotive N-Channel TrenchFET Gen IV MOSFET, 100V, 61A, 10.3mΩ, PowerPAK 8x8",N-MOS 100V 61A 10.3mΩ,"AEC-Q101, TrenchFET Gen IV",MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2.5V,61A,244A,10.3mΩ,"VGS=10V, ID=20A",136W,2800pF,750pF,95pF,45nC,12nC,15nC,13ns,20ns,35ns,16ns,1.1V,48ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ116EL,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000608,SQJQ130EL-T1_GE3,"Automotive N-Channel TrenchFET Gen IV MOSFET, 30V, 445A, 0.52mΩ, PowerPAK 8x8",N-MOS 30V 445A 0.52mΩ,"AEC-Q101, TrenchFET Gen IV",MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,2.5V,445A,1780A,0.52mΩ,"VGS=10V, ID=20A",600W,23345pF,7000pF,800pF,455nC,110nC,145nC,18ns,30ns,48ns,24ns,1.0V,45ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ130EL-T1_GE3,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000609,SQJQ140E-T1_GE3,"Automotive N-Channel TrenchFET MOSFET, 40V, 701A, 0.53mΩ, PowerPAK 8x8",N-MOS 40V 701A 0.53mΩ,"AEC-Q101, TrenchFET",MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,3.3V,701A,2804A,0.53mΩ,"VGS=10V, ID=20A",600W,17000pF,6636pF,432pF,192nC,48nC,62nC,16ns,26ns,42ns,20ns,1.1V,50ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ140E-T1_GE3,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000610,SQJQ142E-T1_GE3,"Automotive N-Channel TrenchFET MOSFET, 40V, 345A, 1.24mΩ, PowerPAK 8x8",N-MOS 40V 345A 1.24mΩ,"AEC-Q101, TrenchFET",MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,2.5V,345A,1380A,1.24mΩ,"VGS=10V, ID=20A",277W,6975pF,2100pF,215pF,130nC,32nC,42nC,15ns,24ns,40ns,19ns,1.1V,48ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ142E-T1_GE3,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000611,SQJQ144AE-T1_GE3,"Automotive N-Channel TrenchFET Gen IV MOSFET, 40V, 575A, 0.9mΩ, PowerPAK 8x8",N-MOS 40V 575A 0.9mΩ,"AEC-Q101, TrenchFET Gen IV",MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,3.5V,575A,1800A,0.9mΩ,"VGS=10V, ID=20A",600W,7220pF,2290pF,175pF,116nC,36nC,25nC,17ns,27ns,41ns,18ns,1.1V,66ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.60mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ144AE-T1_GE3,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000612,SQJQ146E,"Automotive N-Channel TrenchFET MOSFET, 40V, 487A, 0.7mΩ, PowerPAK 8x8",N-MOS 40V 487A 0.7mΩ,AEC-Q101,MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,2.5V,487A,1948A,0.7mΩ,"VGS=10V, ID=20A",600W,15000pF,4500pF,500pF,160nC,40nC,52nC,16ns,25ns,42ns,20ns,1.1V,50ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ146E,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000613,SQJQ148E,"Automotive N-Channel TrenchFET MOSFET, 40V, 375A, 1.6mΩ, PowerPAK 8x8",N-MOS 40V 375A 1.6mΩ,AEC-Q101,MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,2.5V,375A,1500A,1.6mΩ,"VGS=10V, ID=20A",300W,8000pF,2400pF,280pF,95nC,24nC,32nC,14ns,22ns,38ns,18ns,1.1V,48ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ148E,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000614,SQJQ150E,"Automotive N-Channel TrenchFET MOSFET, 40V, 233A, 1.9mΩ, PowerPAK 8x8",N-MOS 40V 233A 1.9mΩ,AEC-Q101,MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,2.5V,233A,932A,1.9mΩ,"VGS=10V, ID=20A",250W,6500pF,1950pF,230pF,75nC,19nC,25nC,13ns,21ns,36ns,17ns,1.1V,46ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ150E,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000615,SQJQ160EL,"Automotive N-Channel TrenchFET MOSFET, 60V, 461A, 1.1mΩ, PowerPAK 8x8",N-MOS 60V 461A 1.1mΩ,AEC-Q101,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,2.5V,461A,1844A,1.1mΩ,"VGS=10V, ID=20A",600W,12000pF,3600pF,420pF,180nC,45nC,58nC,16ns,26ns,44ns,21ns,1.2V,55ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ160EL,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000616,SQJQ184E,"Automotive N-Channel TrenchFET MOSFET, 80V, 430A, 1.4mΩ, PowerPAK 8x8",N-MOS 80V 430A 1.4mΩ,AEC-Q101,MOSFET,N-Channel,Enhancement,Silicon,80V,±20V,3.0V,430A,1720A,1.4mΩ,"VGS=10V, ID=20A",600W,14000pF,4200pF,480pF,190nC,48nC,62nC,17ns,28ns,46ns,22ns,1.2V,58ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ184E,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000617,SQJQ186E,"Automotive N-Channel TrenchFET MOSFET, 80V, 245A, 2.3mΩ, PowerPAK 8x8",N-MOS 80V 245A 2.3mΩ,AEC-Q101,MOSFET,N-Channel,Enhancement,Silicon,80V,±20V,3.0V,245A,980A,2.3mΩ,"VGS=10V, ID=20A",400W,9000pF,2700pF,320pF,115nC,29nC,38nC,16ns,26ns,42ns,20ns,1.2V,55ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ186E,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000618,SQJQ402E,"Automotive N-Channel TrenchFET MOSFET, 40V, 200A, 2.0mΩ, PowerPAK 8x8",N-MOS 40V 200A 2.0mΩ,AEC-Q101,MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,2.5V,200A,800A,2.0mΩ,"VGS=10V, ID=20A",250W,5500pF,1650pF,200pF,65nC,16nC,21nC,14ns,22ns,38ns,18ns,1.1V,48ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ402E,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000619,SQJQ404E,"Automotive N-Channel TrenchFET MOSFET, 40V, 200A, 1.72mΩ, PowerPAK 8x8",N-MOS 40V 200A 1.72mΩ,AEC-Q101,MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,2.5V,200A,800A,1.72mΩ,"VGS=10V, ID=20A",250W,6000pF,1800pF,220pF,70nC,18nC,23nC,14ns,23ns,39ns,19ns,1.1V,49ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ404E,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000620,SQJQ410EL,"Automotive N-Channel TrenchFET MOSFET, 100V, 135A, 4.0mΩ, PowerPAK 8x8",N-MOS 100V 135A 4.0mΩ,"AEC-Q101, Logic Level",MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2.5V,135A,540A,4.0mΩ,"VGS=10V, ID=20A",277W,5000pF,1500pF,180pF,110nC,28nC,36nC,15ns,24ns,40ns,19ns,1.1V,52ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ410EL,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000621,SQJQ466E,"Automotive N-Channel TrenchFET MOSFET, 60V, 200A, 1.9mΩ, PowerPAK 8x8",N-MOS 60V 200A 1.9mΩ,AEC-Q101,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,2.5V,200A,800A,1.9mΩ,"VGS=10V, ID=20A",250W,6500pF,1950pF,230pF,75nC,19nC,25nC,14ns,23ns,39ns,18ns,1.2V,50ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ466E,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000622,SQJQ480E,"Automotive N-Channel TrenchFET MOSFET, 80V, 150A, 3.0mΩ, PowerPAK 8x8",N-MOS 80V 150A 3.0mΩ,AEC-Q101,MOSFET,N-Channel,Enhancement,Silicon,80V,±20V,3.0V,150A,600A,3.0mΩ,"VGS=10V, ID=20A",277W,5500pF,1650pF,200pF,85nC,21nC,28nC,15ns,24ns,40ns,19ns,1.2V,52ns,1µA,100nA,PowerPAK 8x8,8.00x8.00mm,1.90mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Vishay_PowerPAK_MLP55-27L,PowerPAK*,,1,1,Vishay,SQJQ480E,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000623,STB33N65M2,"N-Channel MDmesh M2 Power MOSFET, 650V, 24A, 140mΩ, D2PAK",N-MOS 650V 24A 140mΩ,MDmesh M2,MOSFET,N-Channel,Enhancement,Silicon,650V,±25V,3-5V,24A,96A,140mΩ,"VGS=10V, ID=12A",190W,1850pF,60pF,12pF,38nC,10nC,13nC,20ns,15ns,65ns,24ns,1.6V,245ns,25µA,10nA,D2PAK,10.40x9.35mm,4.60mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-3_TabPin4,TO?263*,,1,1,STMicroelectronics,STB33N65M2,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000624,STB40N60M2,"N-Channel MDmesh M2 Power MOSFET, 600V, 34A, 78mΩ, D2PAK",N-MOS 600V 34A 78mΩ,MDmesh M2,MOSFET,N-Channel,Enhancement,Silicon,600V,±25V,3-5V,34A,136A,78mΩ,"VGS=10V, ID=17A",250W,2750pF,90pF,18pF,55nC,14nC,19nC,22ns,17ns,75ns,28ns,1.6V,260ns,25µA,10nA,D2PAK,10.40x9.35mm,4.60mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-3_TabPin4,TO?263*,,1,1,STMicroelectronics,STB40N60M2,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000625,STS2DNE60,"Dual N-Channel MOSFET, 60V, 2A, 180mΩ, SO-8",Dual N-MOS 60V 2A 180mΩ,,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,1-2.5V,2A per FET,8A per FET,180mΩ,"VGS=10V, ID=1A",1.6W,250pF,80pF,30pF,8nC,2.1nC,2.8nC,8ns,12ns,22ns,10ns,1.1V,35ns,1µA,100nA,SO-8,4.98x3.99mm,1.75mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_Dual_NMOS_G1S2G2D2S1D1,MyLib_Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,SOIC*3.9x4.9mm*P1.27mm*,,1,1,STMicroelectronics,STS2DNE60,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000626,SUD08P06-155L,"P-Channel TrenchFET Power MOSFET, -60V, -8.4A, 155mΩ, TO-252",P-MOS 60V 8.4A 155mΩ,Logic Level,MOSFET,P-Channel,Enhancement,Silicon,-60V,±20V,-1.0 to -2.5V,-8.4A,-33.6A,155mΩ,"VGS=-10V, ID=-4.2A",2.5W,700pF,230pF,80pF,19nC,4.8nC,6.5nC,10ns,16ns,28ns,13ns,-1.1V,45ns,-1µA,±100nA,TO-252,6.60x6.10mm,2.40mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-252-2_TabPin1,TO?252*,,1,1,Vishay,SUD08P06-155L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000627,SUD09P10-195,"P-Channel TrenchFET Power MOSFET, -100V, -8.8A, 195mΩ, TO-252",P-MOS 100V 8.8A 195mΩ,,MOSFET,P-Channel,Enhancement,Silicon,-100V,±20V,-1.0 to -2.5V,-8.8A,-35.2A,195mΩ,"VGS=-10V, ID=-4.4A",2.5W,900pF,300pF,100pF,34.8nC,8.7nC,12nC,12ns,20ns,32ns,16ns,-1.2V,55ns,-1µA,±100nA,TO-252,6.60x6.10mm,2.40mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-252-2_TabPin1,TO?252*,,1,1,Vishay,SUD09P10-195,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000628,SUD45P03-09,"P-Channel TrenchFET Power MOSFET, -30V, -45A, 8.7mΩ, TO-252",P-MOS 30V 45A 8.7mΩ,,MOSFET,P-Channel,Enhancement,Silicon,-30V,±20V,-0.6 to -1.6V,-45A,-180A,8.7mΩ,"VGS=-10V, ID=-22.5A",50W,2500pF,800pF,280pF,90nC,22nC,30nC,15ns,25ns,40ns,20ns,-1.0V,40ns,-1µA,±100nA,TO-252,6.60x6.10mm,2.40mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-252-2_TabPin1,TO?252*,,1,1,Vishay,SUD45P03-09,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
